symboling,normalized-losses,fuel-type,aspiration,num-of-doors,engine-location,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,make audi,make bmw,make chevrolet,make dodge,make honda,make isuzu,make jaguar,make mazda,make mercedes-benz,make mercury,make mitsubishi,make nissan,make peugot,make plymouth,make porsche,make renault,make saab,make subaru,make toyota,make volkswagen,make volvo,Body-Style hardtop,Body-Style hatchback,Body-Style sedan,Body-Style wagon,drive-wheels fwd,drive-wheels rwd,engine-type l,engine-type ohc,engine-type ohcf,engine-type ohcv,engine-type rotor,fuel-system 2bbl,fuel-system 4bbl,fuel-system idi,fuel-system mfi,fuel-system mpfi,fuel-system spdi,fuel-system spfi,horsepower_curbWeight
1,128.0,0,0,0,0,94.5,165.3,63.8,54.5,1951,4,97,3.15,3.29,9.4,69,5200,31,37,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.035366478728856995
1,128.0,0,0,0,0,94.5,165.6,63.8,53.3,2028,4,97,3.15,3.29,9.4,69,5200,31,37,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.034023668639053255
1,122.0,0,0,1,0,94.5,165.3,63.8,54.5,1971,4,97,3.15,3.29,9.4,69,5200,31,37,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0350076103500761
1,103.0,0,0,1,0,94.5,170.2,63.8,53.5,2037,4,97,3.15,3.29,9.4,69,5200,31,37,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.033873343151693665
2,168.0,0,0,0,0,95.1,162.4,63.8,53.3,2008,4,97,3.15,3.29,9.4,69,5200,31,37,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.03436254980079681
0,106.0,0,0,1,0,97.2,173.4,65.2,54.7,2324,4,120,3.33,3.47,8.5,97,5200,27,34,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.04173838209982788
0,106.0,0,0,1,0,97.2,173.4,65.2,54.7,2302,4,120,3.33,3.47,8.5,97,5200,27,34,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0421372719374457
0,128.0,0,0,1,0,100.4,181.7,66.5,55.1,3095,6,181,3.43,3.27,9.0,152,5200,17,22,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.04911147011308562
0,108.0,0,0,1,0,100.4,184.6,66.5,56.1,3296,6,181,3.43,3.27,9.0,152,5200,17,22,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.04611650485436893
0,108.0,0,0,1,0,100.4,184.6,66.5,55.1,3060,6,181,3.43,3.27,9.0,152,5200,19,25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.04967320261437908
3,194.0,0,0,0,0,91.3,170.7,67.9,49.7,3071,6,181,3.43,3.27,9.0,160,5200,19,25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0.052100293064148484
3,194.0,0,1,0,0,91.3,170.7,67.9,49.7,3139,6,181,3.43,3.27,7.8,200,5200,17,23,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0.06371455877668047
1,231.0,0,0,0,0,99.2,178.5,67.9,49.7,3139,6,181,3.43,3.27,9.0,160,5200,19,25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0.05097164702134438
0,161.0,0,0,1,0,107.9,186.7,68.4,56.7,3020,4,120,3.46,3.19,8.4,97,5000,19,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,0.032119205298013244
0,161.0,1,1,1,0,107.9,186.7,68.4,56.7,3197,4,152,3.7,3.52,21.0,95,4150,28,33,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,0.029715358148264
0,115.0,0,0,1,0,114.2,198.9,68.4,58.7,3230,4,120,3.46,3.19,8.4,97,5000,19,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,0.030030959752321982
0,115.0,1,1,1,0,114.2,198.9,68.4,58.7,3430,4,152,3.7,3.52,21.0,95,4150,25,25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,0.027696793002915453
0,161.0,0,0,1,0,107.9,186.7,68.4,56.7,3075,4,120,3.46,2.19,8.4,95,5000,19,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,0.030894308943089432
0,161.0,1,1,1,0,107.9,186.7,68.4,56.7,3252,4,152,3.7,3.52,21.0,95,4150,28,33,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,0.02921279212792128
0,115.0,0,0,1,0,114.2,198.9,68.4,56.7,3285,4,120,3.46,2.19,8.4,95,5000,19,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,0.0289193302891933
0,115.0,1,1,1,0,114.2,198.9,68.4,58.7,3485,4,152,3.7,3.52,21.0,95,4150,25,25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,0.027259684361549498
0,161.0,0,0,1,0,107.9,186.7,68.4,56.7,3075,4,120,3.46,3.19,8.4,97,5000,19,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,0.031544715447154474
0,161.0,1,1,1,0,107.9,186.7,68.4,56.7,3252,4,152,3.7,3.52,21.0,95,4150,28,33,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,0.02921279212792128
0,161.0,0,1,1,0,108.0,186.7,68.3,56.0,3130,4,134,3.61,3.21,7.0,142,5600,18,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,0.04536741214057508
1,119.0,0,0,0,0,93.7,157.3,63.8,50.8,1918,4,90,2.97,3.23,9.4,68,5500,37,41,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.035453597497393116
1,119.0,0,1,0,0,93.7,157.3,63.8,50.8,2128,4,98,3.03,3.39,7.6,102,5500,24,30,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.047932330827067667
1,154.0,0,0,1,0,93.7,157.3,63.8,50.6,1967,4,90,2.97,3.23,9.4,68,5500,31,38,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.03457041179461108
1,154.0,0,0,1,0,93.7,167.3,63.8,50.8,1989,4,90,2.97,3.23,9.4,68,5500,31,38,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.03418803418803419
1,154.0,0,0,1,0,93.7,167.3,63.8,50.8,2191,4,98,2.97,3.23,9.4,68,5500,31,38,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.031036056595162027
-1,74.0,0,0,1,0,103.3,174.6,64.6,59.8,2535,4,122,3.35,3.46,8.5,88,5000,24,30,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.03471400394477318
3,115.0,0,1,0,0,95.9,173.2,66.3,50.2,2818,4,156,3.59,3.86,7.0,145,5000,19,24,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0.05145493257629524
3,186.0,0,0,0,0,94.5,168.9,68.3,50.2,2778,4,151,3.94,3.11,9.5,143,5500,19,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.05147588192944565
3,115.0,0,0,0,1,89.5,168.9,65.0,51.6,2756,6,194,3.74,2.9,9.5,207,5900,17,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.07510885341074021
3,115.0,0,0,0,1,89.5,168.9,65.0,51.6,2756,6,194,3.74,2.9,9.5,207,5900,17,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.07510885341074021
3,115.0,0,0,0,1,89.5,168.9,65.0,51.6,2800,6,194,3.74,2.9,9.5,207,5900,17,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.07392857142857143
0,115.0,0,0,1,0,96.1,181.5,66.5,55.2,2579,4,132,3.46,3.9,8.7,95,5200,23,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03683598293912369
2,115.0,0,0,0,0,96.1,176.8,66.6,50.5,2460,4,132,3.46,3.9,8.7,95,5200,23,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03861788617886179
3,150.0,0,0,0,0,99.1,186.6,66.5,56.1,2658,4,121,3.54,3.07,9.31,110,5250,21,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.04138449962377728
2,104.0,0,0,1,0,99.1,186.6,66.5,56.1,2695,4,121,3.54,3.07,9.3,110,5250,21,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.04081632653061224
3,150.0,0,0,0,0,99.1,186.6,66.5,56.1,2707,4,121,2.54,2.07,9.3,110,5250,21,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.04063538973032878
2,104.0,0,0,1,0,99.1,186.6,66.5,56.1,2758,4,121,3.54,3.07,9.3,110,5250,21,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03988397389412618
3,150.0,0,1,0,0,99.1,186.6,66.5,56.1,2808,4,121,3.54,3.07,9.0,160,5500,19,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.05698005698005698
2,104.0,0,1,1,0,99.1,186.6,66.5,56.1,2847,4,121,3.54,3.07,9.0,160,5500,19,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.056199508254302775
2,83.0,0,0,0,0,93.7,156.9,63.4,53.7,2050,4,97,3.62,2.36,9.0,69,4900,31,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.033658536585365856
2,83.0,0,0,0,0,93.7,157.9,63.6,53.7,2120,4,108,3.62,2.64,8.7,73,4400,26,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.03443396226415094
2,83.0,0,0,0,0,93.3,157.3,63.8,55.7,2240,4,108,3.62,2.64,8.7,73,4400,26,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.032589285714285716
0,102.0,0,0,1,0,97.2,172.0,65.4,52.5,2145,4,108,3.62,2.64,9.5,82,4800,32,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.03822843822843823
0,102.0,0,0,1,0,97.2,172.0,65.4,52.5,2190,4,108,3.62,2.64,9.5,82,4400,28,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.03744292237442922
0,102.0,0,0,1,0,97.2,172.0,65.4,52.5,2340,4,108,3.62,2.64,9.0,94,5200,26,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.040170940170940174
0,102.0,0,0,1,0,97.0,172.0,65.4,54.3,2385,4,108,3.62,2.64,9.0,82,4800,24,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.034381551362683435
0,102.0,0,1,1,0,97.0,172.0,65.4,54.3,2510,4,108,3.62,2.64,7.7,111,4800,24,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.044223107569721115
0,89.0,0,0,1,0,97.0,173.5,65.4,53.0,2290,4,108,3.62,2.64,9.0,82,4800,28,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.03580786026200873
0,89.0,0,0,1,0,97.0,173.5,65.4,53.0,2455,4,108,3.62,2.64,9.0,94,5200,25,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.038289205702647655
0,85.0,0,0,1,0,96.9,173.6,65.4,54.9,2420,4,108,3.62,2.64,9.0,82,4800,23,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.033884297520661154
0,85.0,0,1,1,0,96.9,173.6,65.4,54.9,2650,4,108,3.62,2.64,7.7,111,4800,23,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.04188679245283019
1,87.0,0,0,0,0,95.7,158.7,63.6,54.5,1985,4,92,3.05,3.03,9.0,62,4800,35,39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.031234256926952142
1,87.0,0,0,0,0,95.7,158.7,63.6,54.5,2040,4,92,3.05,3.03,9.0,62,4800,31,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.030392156862745098
1,74.0,0,0,1,0,95.7,158.7,63.6,54.5,2015,4,92,3.05,3.03,9.0,62,4800,31,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.03076923076923077
0,77.0,0,0,1,0,95.7,169.7,63.6,59.1,2280,4,92,3.05,3.03,9.0,62,4800,31,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.027192982456140352
0,81.0,0,0,1,0,95.7,169.7,63.6,59.1,2290,4,92,3.05,3.03,9.0,62,4800,27,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.027074235807860263
0,91.0,0,0,1,0,95.7,169.7,63.6,59.1,3110,4,92,3.05,3.03,9.0,62,4800,27,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.019935691318327974
0,91.0,0,0,1,0,95.7,166.3,64.4,53.0,2081,4,98,3.19,3.03,9.0,70,4800,30,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.03363767419509851
0,91.0,0,0,1,0,95.7,166.3,64.4,52.8,2109,4,98,3.19,3.03,9.0,70,4800,30,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.03319108582266477
0,91.0,1,0,1,0,95.7,166.3,64.4,53.0,2275,4,110,3.27,3.35,22.5,56,4500,34,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.024615384615384615
0,91.0,1,0,1,0,95.7,166.3,64.4,52.8,2275,4,110,3.27,3.35,22.5,56,4500,38,47,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.024615384615384615
0,91.0,0,0,1,0,95.7,166.3,64.4,53.0,2094,4,98,3.19,3.03,9.0,70,4800,38,47,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.033428844317096466
0,91.0,0,0,1,0,95.7,166.3,64.4,52.8,2122,4,98,3.19,3.03,9.0,70,4800,28,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.03298774740810556
0,91.0,0,0,1,0,95.7,166.3,64.4,52.8,2140,4,98,3.19,3.03,9.0,70,4800,28,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.03271028037383177
1,168.0,0,0,0,0,94.5,168.7,64.0,52.6,2169,4,98,3.19,3.03,9.0,70,4800,29,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.03227293683725219
1,168.0,0,0,0,0,94.5,168.7,64.0,52.6,2204,4,98,3.19,3.03,9.0,70,4800,29,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.03176043557168784
1,168.0,0,0,0,0,94.5,168.7,64.0,52.6,2265,4,98,3.24,3.08,9.4,112,6600,26,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.04944812362030905
1,168.0,0,0,0,0,94.5,168.7,64.0,52.6,2300,4,98,3.24,3.08,9.4,112,6600,26,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.04869565217391304
2,134.0,0,0,0,0,98.4,176.2,65.6,52.0,2540,4,146,3.62,3.5,9.3,116,4800,24,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.04566929133858268
2,134.0,0,0,0,0,98.4,176.2,65.6,52.0,2536,4,146,3.62,3.5,9.3,116,4800,24,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.04574132492113565
2,134.0,0,0,0,0,98.4,176.2,65.6,52.0,2551,4,146,3.62,3.5,9.3,116,4800,24,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.04547236377891023
2,134.0,0,0,0,0,98.4,176.2,65.6,52.0,2679,4,146,3.62,3.5,9.3,116,4800,24,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.04329973870847331
2,134.0,0,0,0,0,98.4,176.2,65.6,52.0,2714,4,146,3.62,3.5,9.3,116,4800,24,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.04274134119380987
2,134.0,0,0,0,0,98.4,176.2,65.6,53.0,2975,4,146,3.62,3.5,9.3,116,4800,24,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.038991596638655465
-1,65.0,0,0,1,0,102.4,175.6,66.5,54.9,2326,4,122,3.31,3.54,8.7,92,4200,29,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03955288048151333
-1,65.0,1,1,1,0,102.4,175.6,66.5,54.9,2480,4,110,3.27,3.35,22.5,73,4500,30,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.02943548387096774
-1,65.0,0,0,1,0,102.4,175.6,66.5,53.9,2414,4,122,3.31,3.54,8.7,92,4200,27,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03811101905550953
-1,65.0,0,0,1,0,102.4,175.6,66.5,54.9,2414,4,122,3.31,3.54,8.7,92,4200,27,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03811101905550953
-1,65.0,0,0,1,0,102.4,175.6,66.5,53.9,2458,4,122,3.31,3.54,8.7,92,4200,27,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03742880390561432
3,197.0,0,0,0,0,102.9,183.5,67.7,52.0,2976,6,171,3.27,3.35,9.3,161,5200,20,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0540994623655914
3,197.0,0,0,0,0,102.9,183.5,67.7,52.0,3016,6,171,3.27,3.35,9.3,161,5200,19,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.05338196286472149
-1,90.0,0,0,1,0,104.5,187.8,66.5,54.1,3131,6,171,3.27,3.35,9.2,156,5200,20,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.049824337272436924
-1,115.0,0,0,1,0,104.5,187.8,66.5,54.1,3151,6,161,3.27,3.35,9.2,156,5200,19,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.04950809266899397
2,122.0,1,0,0,0,97.3,171.7,65.5,55.7,2261,4,97,3.01,3.4,23.0,52,4800,37,46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.022998673153471916
2,122.0,0,0,0,0,97.3,171.7,65.5,55.7,2209,4,109,3.19,3.4,9.0,85,5250,27,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03847894975101856
2,94.0,1,0,1,0,97.3,171.7,65.5,55.7,2264,4,97,3.01,3.4,23.0,52,4800,37,46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.022968197879858657
2,94.0,0,0,1,0,97.3,171.7,65.5,55.7,2212,4,109,3.19,3.4,9.0,85,5250,27,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03842676311030741
2,94.0,0,0,1,0,97.3,171.7,65.5,55.7,2275,4,109,3.19,3.4,9.0,85,5250,27,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03736263736263736
2,94.0,1,1,1,0,97.3,171.7,65.5,55.7,2319,4,97,3.01,3.4,23.0,68,4500,37,42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.029322984044846918
